SeisThick(m),Devonian(m),Wabiskaw(m)
1.066,215.787,269.858
0.844,212.06,267.463
0.671,207.501,283.425
0.677,210.23,284.48
0.65,195.03,300.644
0.564,199.108,308.597
0.516,191.482,309.009
0.52,185.312,300.479
0.399,173.776,313.783
0.446,174.406,340.945
0.398,169.174,349.673
0.411,162.909,329.733
0.399,145.271,337.563
0.661,144.599,319.72
0.916,138.059,310.173
0.93,147.273,319.121
0.923,146.679,294.867
1.146,156.919,319.745
1.459,181.179,329.095
1.042,198.018,330.758
0.883,205.57,313.697
0.88,208.137,324.512
1.084,210.1,333.142
0.891,215.339,359.771
1.11,230.611,367.437
1.071,243.623,375.473
0.789,241.499,380.886
0.681,244.793,373.086
0.747,241.446,373.152
0.819,238.274,363.934
0.87,229.325,374.784
0.655,218.135,353.849
0.583,212.443,329.587
0.561,206.355,319.187
0.564,210.529,314.471
0.668,207.542,306.941
0.713,199.081,296.302
0.582,186.903,271.745
0.755,183.028,269.671
0.825,205.528,292.093
0.824,204.118,291.078
0.824,185.196,294.47
0.931,184.109,268.824
1.104,177.432,269.943
1.122,163.082,267.894
1.141,175.612,268.796
0.823,168.903,254.554
0.693,176.461,254.571
0.707,181.051,227.333
0.802,171.003,231.621
0.65,181.555,212.393
0.758,193.814,215.67
0.742,208.025,225.184
0.783,205.7,220.748
0.956,212.707,231.635
1.093,208.461,243.988
1.16,202.834,261.076
1.245,192.848,275.844
1.799,187.238,302.284
2.128,176.444,326.73
1.94,141.844,344.43
1.821,129.839,357.944
1.652,110.915,352.709
1.646,106.96,363.656
1.587,85.128,378.343
1.267,67.848,381.127
1.014,76.308,397.785
0.944,72.758,397.799
1.093,108.374,423.281
0.809,116.212,413.975
0.773,137.139,423.07
0.68,130.228,393.496
0.552,114.893,377.949
0.552,128.99,376.007
0.658,140.135,360.775
0.898,147.246,265.314
0.927,152.358,254.231
0.987,130.318,254.536
0.96,125.806,254.352
1.15,134.258,284.429
1.13,148.369,284.708
0.92,159.248,284.184
1.069,184.607,322.239
0.89,187.136,320.002
1.071,198.332,349.643
1.124,200.3,347.425
1.07,217.173,345.973
0.831,208.103,334.251
1.019,215.754,365.703
1.105,217.374,353.009
0.931,217.655,353.219
0.797,208.884,340.517
0.799,194.399,326.387
0.98,193.835,336.866
0.878,181.154,321.245
0.834,187.956,329.447
0.962,190.286,322.728
1.201,180.122,311.44
1.131,162.59,296.081
1.285,152.244,294.805
1.477,140.821,287.633
1.343,140.83,295.631
1.122,152.419,308.263
1.067,170.956,288.559
0.779,175.405,262.357
0.886,185.047,284.55
0.922,186.979,280.569
0.814,191.971,292.765
1.223,198.505,297.713
1.247,191.617,308.891
1.589,185.103,345.717
1.928,189.433,342.784
2.219,177.377,326.817
2.572,170.428,305.172
2.373,175.771,281.003
2.357,170.328,287.092
2.329,166.307,269.564
2.255,137.739,262.963
2.112,137.383,261.265
1.686,133.119,268.857
1.645,131.117,270.084
1.751,114.922,265.734
1.43,114.398,255.042
1.651,140.667,262.03
1.51,134.279,264.519
1.591,130.63,254.63
1.421,150.469,257.885
1.31,154.961,253.671
0.874,152.459,247.732
0.824,170.061,255.132
0.836,159.61,255.46
0.953,171.157,255.653
0.986,169.522,249.223
0.956,175.883,252.333
0.827,164.196,257.89
0.74,152.585,268.966
0.587,133.819,272.22
0.622,155.313,287.597
0.537,160.875,282.85
0.522,134.135,275.572
0.581,152.011,269.732
0.65,158.511,270.953
0.689,151.308,269.88
0.738,162.917,269.536
0.872,158.131,287.943
0.864,167.983,274.034
0.85,162.173,283.452
1.149,152.663,295.857
0.987,152.425,280.548
1.466,166.303,271.191
1.54,180.837,270.144
1.67,184.556,265.42
1.4,191.258,256.185
1.623,187.645,262.053
1.646,193.311,262.096
1.465,203.18,263.207
1.642,193.626,277.724
2.117,190.199,295.741
2.139,174.446,289.062
2.096,180.89,318.736
1.846,176.029,329.22
1.985,178.99,321.162
1.337,169.223,309.431
1.369,169.109,306.721
1.079,148.552,298.294
1.04,149.228,307.057
0.855,160.566,311.932
0.658,150.196,295.54
1.067,140.854,306.676
1.07,151.318,297.916
0.88,147.046,288.337
0.964,145.772,301.152
0.991,153.602,319.802
0.651,153.421,293.577
0.575,158.639,290.581
0.706,164.739,309.002
0.572,159.088,301.098
0.459,173.221,288.656
0.507,158.609,290.724
0.551,148.247,269.949
0.628,148.506,258.814
0.651,148.164,242.071
0.825,161.979,244.322
0.786,158.573,243.588
0.881,184.524,263.301
0.841,175.671,270.015
1.139,186.594,283.238
1.461,187.726,272.424
1.74,201.614,261.506
1.905,192.253,262.213
1.64,197.786,257.425
1.582,211.963,262.428
1.6,215.422,262.055
1.978,210.246,265.196
2.137,217.778,272.989
2.166,214.816,274.059
2.364,212.064,280.024
1.852,201.548,263.673
1.405,202.932,270.204
1.269,210.251,270.674
1.178,211.209,284.926
1.008,209,304.606
0.796,211.719,300.813
0.715,197.745,301.007
0.727,192.004,329.371
0.648,183.174,317.985
0.523,163.175,302.59
0.473,158.561,284.034
0.457,162.667,294.167
0.477,156.445,335.931
0.366,148.284,331.677
0.396,152.221,354.212
0.522,130.083,335.069
0.61,134.498,321.628
0.808,152.451,329.699
0.881,146.483,311.538
1.08,142.25,297.985
1.125,162.025,309.947
0.994,160.179,313.339
0.842,191.418,322.615
0.877,192.502,332.232
1.007,190.67,336.209
1.024,208.294,345.437
1.011,206.482,351.619
0.933,217.592,361.433
0.881,232.878,374.07
0.862,238.266,378.995
0.692,246.356,373.201
0.789,239.574,360.794
0.805,231.879,363.359
0.808,228.992,362.314
0.634,221.682,346.961
0.512,211.759,324.28
0.553,210.087,322.336
0.653,209.873,312.572
0.726,206.986,287.978
0.8,191.732,292.216
0.704,181.895,276.166
0.743,197.899,292.192
0.872,197.924,298.6
0.816,208.19,318.214
0.85,198.459,297.172
0.957,191.369,288.476
0.874,185.026,261.999
1.07,192.214,269.369
1.259,188.671,284.818
0.872,192.58,269.112
0.879,182.897,258.811
0.881,199.728,248.983
0.8,198.415,247.664
0.688,192.725,232.771
0.705,201.321,225.178
0.78,208.776,227.39
0.855,218.325,240.465
1.178,216.903,247.214
1.302,211.065,257.138
1.631,211.324,282.433
1.833,207.692,296.8
1.694,206.04,325.633
1.965,177.751,340.227
1.927,158.447,352.809
1.697,134.041,354.342
1.411,125.889,362.576
1.251,97.796,363.035
1.249,110.232,374.89
0.988,95.615,381.052
0.826,100.418,380.366
0.976,108.101,408.432
0.82,101.922,416.616
0.714,131.505,422.435
0.667,130.778,403.768
0.648,133.116,379.577
0.585,115.798,372.328
0.631,148.265,371.553
0.657,169.391,365.765
1.011,150.769,281.025
1.041,143.418,273.405
0.878,129.577,262.047
0.878,109.54,246.4
1.139,114.845,275.23
1.084,132.387,290.815
0.954,152.21,308.804
0.848,156.935,308.832
0.859,177.479,317.874
0.888,193.797,351.889
0.931,195.306,341.316
0.745,203.97,318.448
0.809,208.025,343.807
0.877,208.029,333.937
1.017,208.53,352.437
0.997,201.986,343.23
0.839,194.541,328.821
0.81,191.221,309.662
1.105,174.467,301.208
0.876,183.654,310.122
0.863,189.486,320.496
0.81,192.432,305.863
0.982,170.952,297.817
1.378,165.896,304.828
1.069,138.092,299.351
1.154,157.495,300.719
1.461,134.082,318.323
1.104,142.323,289.482
1.08,152.469,289.745
1.113,175.428,273.594
0.965,180.723,310.859
1.16,176.556,319.768
1.146,182.252,287.652
1.145,200.116,290.245
1.223,191.8,311.469
1.523,187.526,351.78
2.006,191.733,343.864
2.403,200.132,337.076
2.721,190.604,322.551
2.646,179.038,306.936
2.37,173.697,275.243
2.373,176.56,265.332
2.355,162.8,274.328
1.711,144.096,259.183
1.799,144.37,259.664
1.703,130.17,269.891
2.092,138.198,271.125
1.955,137.631,269.008
1.895,142.981,255.964
1.712,134.752,254.848
1.821,144.882,247.76
1.502,150.904,257.512
1.2,157.179,246.057
1.071,176.406,256.722
0.902,166.977,257.671
0.839,164.734,257.879
1.161,168.417,265.298
1.119,176.659,268.964
1.104,165.958,269.503
0.957,166.99,288.876
0.88,152.423,288.777
0.74,154.157,308.899
0.649,171.887,309.857
0.516,145.343,298.451
0.55,138.382,286.739
0.759,162.293,297.902
0.677,159.978,286.91
0.672,155.172,278.415
0.594,154.175,272.644
0.881,173.278,288.506
0.992,158.792,287.743
1.02,166.058,293.147
1.409,168.066,286.44
1.135,165.62,281.94
1.223,166.208,269.374
1.334,186.998,258.188
1.264,188.281,262.104
1.512,197.674,263.286
1.64,190.611,258.116
1.532,189.211,257.259
1.224,185.294,266.386
1.485,187.509,271.141
2.071,181.304,277.437
1.938,176.355,289.917
1.866,162.957,309.588
1.886,176.562,338.876
1.592,144.877,317.973
1.37,145.055,292.928
1.157,137.039,282.665
0.879,146.677,275.231
0.956,144.436,297.842
0.794,159.508,311.411
0.679,153.922,297.652
0.832,138.08,290.609
0.813,163.336,300.394
0.825,166.882,299.904
0.874,168.908,306.628
0.656,172.723,306.952
0.61,182.154,292.316
0.66,179.07,304.471
0.65,169.981,292.438
0.514,165.287,275.199
0.365,158.433,275.707
0.447,163.615,262.731
0.513,169.163,262.035
0.511,153.104,251.751
0.677,162.963,246.795
0.703,153.454,241.741
0.692,162.987,240.744
0.828,166.077,241.166
1.004,176.765,249.34
1.105,184.761,257.975
1.478,184.248,262.129
1.943,181.179,254.249
2.258,184.635,261.608
2.286,204.016,261.663
1.702,199.827,262.042
1.618,198.781,265.241
1.714,200.896,284.22
2.098,199.02,275.593
2.033,187.059,270.253
1.965,194.189,286.845
1.475,205.611,280.567
1.247,207.444,274.087
1.272,197.843,273.894
1.109,210.328,300.182
0.961,200.314,298.776
0.743,205.798,313.142
0.762,192.003,317.907
0.809,178.8,343.923
0.702,179.044,338.469
0.605,155.322,327.815
0.645,147.479,309.486
0.479,132.509,306.827
0.484,144.599,355.919
0.469,148.578,354.374
0.387,137.78,356.047
0.476,129.879,355.069
0.382,134.537,337.452
0.524,144.415,331.388
0.737,164.174,342.697
0.757,163.749,311.109
0.808,160.153,307.994
0.815,152.632,296.845
0.809,170.316,320.29
1.005,176.992,308.317
0.958,180.763,336.167
1.172,186.998,334.459
1.079,199.626,360.045
0.872,209.906,354.521
0.76,219.403,360.946
0.78,230.745,362.985
0.81,230.127,357.766
0.658,223.729,347.376
0.805,229.416,362.759
0.778,222.501,361.106
0.744,225.112,362.321
0.586,216.893,332.929
0.63,212.847,319.733
0.641,211.393,324.636
0.846,193.72,308.869
0.913,178.398,285.76
0.67,176.935,268.999
0.781,184.898,271.918
0.957,192.799,291.832
0.828,205.665,298.419
0.931,197.536,291.358
0.898,190.484,274.431
1.149,207.787,270.59
1.083,190.938,265.961
1.082,190.306,266.314
1.082,187.398,270.361
1.069,190.733,282.774
1.082,190.375,248.912
0.872,198.219,242.951
0.858,205.346,238.249
0.863,207.58,234.349
0.748,214.979,242.128
0.997,223.959,245.964
1.316,216.859,260.706
1.64,209.785,268.89
1.735,212.992,289.03
1.619,209.232,307.726
1.67,199.105,320.86
2.143,197.664,349.795
1.644,178.149,352.515
1.884,146.299,353.612
1.235,123.884,344.644
1.192,117.077,358.996
0.972,100.926,351.825
0.863,112.709,363.939
0.861,106.889,373.661
0.804,123.249,397.068
0.656,125.655,403.481
0.745,135.673,408.168
0.779,124.983,420.44
0.65,127.815,403.61
0.704,130.112,379.705
0.666,158.62,377.054
0.704,155.207,363.916
0.918,153.456,285.291
1.001,145.568,283.037
1.065,136.956,273.808
0.921,112.737,269.951
1.07,130.925,298.007
0.82,126.628,291.879
0.683,136.669,320.33
0.749,152.182,303.141
0.783,169.924,343.209
0.734,187.193,342.389
0.683,190.322,310.184
0.803,198.454,318.151
0.727,192.136,326.518
0.833,205.675,319.823
1.012,204.591,335.35
1.149,202.784,329.457
0.861,197.595,327.848
0.726,184.455,298.895
0.847,189.665,292.854
0.787,174.432,292.496
0.836,184.853,303.233
0.884,182.153,294.985
1.122,178.694,304.008
1.212,152.321,289.93
1.337,146.425,328.789
1.104,152.401,299.433
1.144,138.835,309.526
1.058,136.039,284.501
0.935,158.331,294.83
0.824,183.688,295.49
0.825,176.1,290.231
0.911,166.511,291.982
1.134,154.165,281.654
1.118,176.358,287.383
1.336,182.312,290.37
1.633,187.048,341.555
1.743,191.894,345.627
2.376,198.477,351.744
2.727,192.901,319.665
2.692,184.483,299.476
2.718,181.106,287.465
2.403,171.343,285.777
2.367,170.782,302.056
1.878,169.64,280.85
1.983,166.002,274.527
1.762,148.283,277.961
1.648,137.398,264.972
1.869,143.568,257.924
1.699,148.818,251.144
1.632,139.54,249.185
1.847,155.226,257.269
1.497,163.076,251.73
1.118,170.291,251.379
1.085,153.576,254.579
1.324,183.109,269.752
1.426,178.851,281.136
1.409,179.62,270.007
1.387,169.087,276.13
1.262,174.399,282.985
0.89,167.952,298.581
0.869,162.707,304.609
0.727,169.098,331.883
0.665,176.022,337.344
0.786,158.997,325.88
0.763,148.629,318.338
0.754,154.703,309.222
0.808,167.024,289.907
0.832,170.367,292.138
0.691,148.391,265.279
0.876,167.78,284.801
0.975,168.529,290.006
1.303,173.342,308.385
1.592,181.108,296.96
1.643,186.901,301.123
1.459,180.161,262.497
1.482,186.97,262.069
1.223,185.21,257.129
1.606,186.87,268.936
1.687,193.667,269.895
1.224,183.734,264.847
1.227,175.836,248.755
1.728,176.197,271.074
1.897,162.81,267.238
1.895,152.461,293.244
1.751,150.96,310.736
1.645,157.91,312.332
1.422,145.74,309.633
1.479,130.655,289.547
1.02,116.45,280.658
0.982,129.902,303.378
0.881,141.776,304.125
0.61,150.88,310.711
0.549,154.603,320.967
0.831,163.302,307.083
0.891,159.481,309.431
0.811,180.779,317.947
0.712,176.362,301.509
0.645,197.87,299.515
0.794,192.661,298.275
0.677,186.878,298.127
0.589,185.933,291.104
0.456,177.773,273.412
0.392,176.611,274.123
0.42,168.847,262.045
0.477,154.37,246.594
0.478,149.494,247.374
0.694,169.55,253.466
0.635,160.881,234.254
0.555,145.301,229.121
0.653,168.69,237.528
1.067,184.647,250.875
1.272,186.888,256.889
1.817,183.213,259.779
2.373,187.094,260.306
2.434,190.386,261.686
2.369,198.396,264.708
1.794,199.823,259.881
1.64,199.425,265.45
1.592,182.312,269.057
1.639,188.009,282.194
1.589,187.073,274.536
1.58,184.683,282.981
1.417,185.789,288.085
1.243,185.49,279.153
1.338,185.675,298.547
1.166,199.322,303.564
0.843,197.573,281.829
0.841,208.141,319.07
0.781,193.151,332.368
0.923,187.013,340.459
0.69,181.139,343.544
0.731,165.235,329.306
0.741,163,334.858
0.566,146.746,335.52
0.64,148.273,347.124
0.569,132.336,357.758
0.444,142.887,370.155
0.366,130.382,361.899
0.349,124.434,351.832
0.666,143.887,346.954
0.658,163.829,343.857
0.648,158.909,327.389
0.62,153.328,307.244
0.679,152.344,297.955
0.861,174.397,343.583
0.933,169.897,320.008
1.098,180.042,327.858
0.886,187.194,334.93
1.013,207.979,351.388
1.066,216.989,363.862
0.947,215.034,356.984
1.068,222.474,364.17
0.985,227.608,369.653
0.942,230.255,361.125
0.867,230.28,364.071
0.818,227.31,370.862
0.784,228.184,352.713
0.658,219.241,337.803
0.714,210.562,320.446
0.735,205.992,308.996
0.858,184.611,289.252
0.995,174.642,282.072
0.884,178.892,273.731
0.827,185.234,270.236
0.824,186.875,270.71
0.852,181.482,264.957
0.88,185.07,269.655
1.103,204.059,292.525
1.209,198.575,272.167
0.996,191.042,270.257
0.959,178.873,263.3
1.243,183.181,270.45
1.123,186.873,268.885
1.066,186.846,254.484
0.912,190.247,246.073
0.846,205.66,247.174
0.901,208.327,246.363
0.846,216.3,248.285
1.349,223.51,255.769
1.368,212.18,254.088
1.482,210.016,261.688
1.877,210.79,269.382
1.918,208.829,300.409
1.872,205.694,351.814
1.657,198.428,334.205
1.689,177.506,344.539
1.485,148.86,332.871
1.107,135.668,344.372
0.995,118.329,336.241
0.994,85.867,345.28
0.873,108.786,363.469
0.879,110.698,364.409
0.712,131.625,379.709
0.647,130.79,390.991
0.884,151.183,414.567
0.836,141.202,411.605
0.706,139.227,387.372
0.607,145.549,375.389
0.543,176.761,362.548
0.652,175.077,363.147
0.932,155.133,297.502
0.93,152.177,295.321
1.09,158.145,296.104
1.047,139.354,280.841
0.819,144.811,299.795
0.739,135.723,309.626
0.762,135.363,320.55
0.744,152.135,315.746
0.78,166.258,334.156
0.694,159.016,331.679
0.671,183.719,317.019
0.804,195.271,306.767
0.829,207.269,325.709
0.986,208.569,343.907
1.118,207.566,344.624
0.988,206.169,341.467
0.809,191.557,318.367
0.903,175.61,295.736
0.663,175.59,274.026
0.649,173.527,276.548
0.839,170.33,283.15
0.97,172.216,287.443
1.059,153.45,294.379
1.131,150.864,287.764
1.157,152.424,302.193
1.028,159.644,319.488
1.159,154.199,312.052
1.249,152.536,299.665
1.14,182.618,298.532
0.88,170.06,288.085
0.822,168.966,292.275
0.859,170.52,300.9
1.123,159.597,288.91
1.034,177.501,283.777
1.571,193.033,308.565
1.424,206.32,335.145
1.844,201.424,354.788
2.364,200.128,356.391
2.377,202.179,318.769
2.617,190.71,304.829
2.317,176.487,298.105
2.579,166.991,296.138
2.584,177.367,289.652
2.36,184.88,298.474
2.132,169.683,286.41
2.144,163.161,275.624
1.549,152.441,268.163
1.63,138.42,257.945
1.485,152.367,261.791
1.555,169.266,255.432
1.598,170.696,264.133
1.468,168.665,258.276
1.284,179.054,260.733
1.337,187.825,280.155
1.614,193.998,298.41
2.121,192.008,295.453
1.973,191.47,300.457
1.666,176.208,285.645
1.347,158.891,285.721
1.541,166.952,302.344
1.166,178.128,337.151
0.83,183.179,337.568
0.804,170.506,351.693
0.823,169.1,352.021
0.664,151.452,351.851
0.807,145.918,315.436
0.687,152.385,300.419
0.776,158.461,307.81
0.895,164.94,282.838
0.868,167.06,298.84
0.978,157.947,300.761
1.176,186.702,309.531
1.333,172.845,289.933
1.61,183.649,276.11
1.408,183.075,274.837
1.504,187.334,270.085
1.423,186.832,264.954
1.401,187.03,268.912
1.584,197.56,265.347
1.283,179.508,269.428
1.245,151.985,261.939
1.643,177.087,290.512
1.883,156.519,291.036
1.847,135.4,300.978
1.608,134.491,293.438
1.474,118.719,300.423
1.505,126.374,322.911
1.169,99.165,268.891
1.209,84.995,290.219
1.102,108.553,290.822
0.875,122.331,310.124
0.923,148.49,319.262
0.8,153.675,334.362
0.66,145.429,317.956
0.757,155.331,313.927
0.834,170.998,319.965
0.644,181.166,318.23
0.643,183.656,307.116
0.57,196.685,308.413
0.699,195.948,319.593
0.672,188.061,298.962
0.503,179.264,295.894
0.515,183.546,286.954
0.597,181.181,268.87
0.56,175.96,261.847
0.555,183.513,253.62
0.557,176.413,248.801
0.547,169.184,237.06
0.524,179.448,248.81
0.679,176.676,237.255
0.852,178.92,244.617
1.271,185.125,249.157
1.456,186.155,249.084
1.904,187.37,257.933
1.856,181.535,258.155
2.372,197.583,268.761
2.098,202.986,272.129
2.124,198.891,268.865
1.937,185.723,270.684
1.687,181.149,294.682
2.121,181.094,292.324
1.828,163.554,283.115
1.589,166.92,292.315
1.599,175.799,300.425
1.639,186.903,297.94
1.223,190.203,310.989
1.143,214.292,333.229
0.991,199.22,320.943
0.882,197.875,344.56
1.13,198.623,361.068
0.796,178.885,343.788
0.723,174.373,351.874
0.733,175.867,352.461
0.779,153.68,361.091
0.779,149.661,355.837
0.638,140.993,361.084
0.653,126.641,364.174
0.395,129.765,359.706
0.413,145.566,348.546
0.569,154.736,360.24
0.648,166.256,343.107
0.672,165.694,335.612
0.661,143.635,304.85
0.673,158.751,308.988
0.752,161.267,313.98
0.816,162.063,324.243
0.917,179.865,319.804
0.808,193.306,320.643
0.839,207.955,327.913
0.803,206.142,330.345
0.979,203.256,329.194
1.411,216.975,345.688
1.23,221.162,362.415
1.069,220.12,352.131
0.858,232.984,363.065
0.808,219.367,356.877
0.808,219.574,346.349
0.658,214.456,329.556
0.736,209.536,328.649
0.74,208.882,300.663
0.657,183.377,297.049
0.821,179.087,284.569
0.917,177.009,269.832
0.753,180.688,270.672
0.705,176.774,258.207
0.854,179.04,269.678
0.858,177.706,268.907
1.107,188.573,285.705
1.414,193.077,289.62
1.296,191.089,279.607
1.112,176.027,262.258
1.337,183.391,289.172
0.83,185.13,262.078
0.956,191.782,257.274
0.777,195.678,249.133
0.892,209.895,263.213
0.996,219.88,265.315
1.147,217.842,258.578
1.071,209.828,255.462
1.39,197.892,250.93
1.299,205.926,255.29
1.64,206.443,270.306
1.818,208.975,297.629
1.786,208.243,333.457
1.618,197.516,318.282
1.426,176.838,312.387
1.209,152.913,308.233
0.979,145.855,312.709
0.879,129.831,344.302
0.875,114.939,340.783
1.032,107.634,357.258
0.914,89.637,363.027
0.897,133.972,381.181
0.666,121.282,376.189
0.689,125.182,373.321
0.824,146.181,379.47
0.659,162.291,377.81
0.626,170.012,362.388
0.564,178.042,360.417
0.589,152.472,344.076
0.748,160.106,282.351
0.932,166.307,293.103
0.96,162.98,308.974
0.851,161.508,308.667
0.741,144.345,294.473
0.855,144.732,330.069
0.887,151.465,333.385
1.032,159.246,319.571
0.854,173.472,318.693
0.733,179.061,334.891
0.803,178.769,318.869
0.811,186.971,308.968
1.029,205.304,307.042
1.093,198.494,334.552
0.931,199.362,326.223
1.073,199.067,313.9
0.992,191.145,309.009
0.784,179.053,288.986
0.741,176.474,279.564
0.655,166.948,268.803
0.756,148.409,277.335
0.825,168.595,284.804
0.86,163.446,285.62
0.934,152.374,289.937
1.069,164.318,307.198
1.136,153.62,306.353
1.19,149.301,318.476
1.164,150.299,312.028
1.075,175.851,329.49
0.905,175.557,306.663
1.07,169.838,307.113
0.934,175.816,308.435
0.987,169.222,301.984
1.156,175.997,312.274
1.173,187.178,307.495
1.442,191.804,329.619
1.343,198.457,339.1
1.829,184.304,319.299
1.775,185.534,301.23
1.887,183.231,289.511
2.372,185.022,305.196
2.371,185.244,325.548
